sentence_id	index	token	lemma	meaning	form	here	parts	pos	case	number
879660	2	kirjoitetaan	kirjoittaa	schreiben	Verb · Passiv (Umgangssprache auch: wir-Form) · Präsens	wird geschrieben (Passiv)		teonsana		
888641	0	Tiedän	tietää	wissen	Verb · 1. Person Sg. (minä) · Präsens	(ich) weiß		teonsana		singular
891790	0	Minulla	minä	ich	Pronomen · Adessiv „auf, bei“ Singular	bei mir → ich habe		asemosana	ulkoolento	singular
891790	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → (ich) habe		teonsana		singular
891790	2	koti-ikävä	koti-ikävä	Heimweh	Nomen · Nominativ Singular		koti+ikävä	nimisana	nimento	singular
913274	0	Mikä	mikä	was, welcher	Pronomen · Nominativ Singular	welcher		asemosana	nimento	singular
913274	1	kuukausi	kuukausi	Monat	Nomen · Nominativ Singular		kuu+kausi	nimisana	nimento	singular
913274	2	nyt	nyt	jetzt	Adverb			seikkasana		
913274	3	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → haben wir		teonsana		singular
936792	0	Hän	hän	er, sie	Pronomen · Nominativ Singular	er		asemosana	nimento	singular
936792	1	luki	lukea	lesen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	las		teonsana		singular
936792	2	tämän	tämä	dieser, das hier	Pronomen · Genitiv Singular	dieses		asemosana	omanto	singular
936792	3	kirjan	kirja	Buch	Nomen · Genitiv Singular			nimisana	omanto	singular
936792	4	eilen	eilen	gestern	Adverb			seikkasana		
936795	0	Haluan	haluta	wollen, möchten	Verb · 1. Person Sg. (minä) · Präsens	(ich) möchte		teonsana		singular
936795	1	mennä	mennä	gehen	Verb · Grundform (Infinitiv)			teonsana		
936795	2	uimaan	uida	schwimmen	Verb · 3. Infinitiv -maan/-mään „(um) zu“	schwimmen (mennä uimaan = schwimmen gehen)		teonsana	sisatulento	singular
936846	0	Tule	tulla	kommen	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	komm!		teonsana		singular
936846	1	tänne	tänne	hierher	Adverb	her				
936878	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
936878	1	parvekkeella	parveke	Balkon	Nomen · Adessiv „auf, bei“ Singular	auf dem Balkon		nimisana	ulkoolento	singular
944759	0	Anteeksi	anteeksi	Entschuldigung	Ausruf			seikkasana		
944759	1	mitä	mikä	was, welcher	Pronomen · Partitiv Singular	was → wie spät (mitä kello on)		asemosana	osanto	singular
944759	2	kello	kello	Uhr	Nomen · Nominativ Singular			nimisana	nimento	singular
944759	3	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
983590	0	Talo	talo	Haus	Nomen · Nominativ Singular	das Haus		nimisana	nimento	singular
983590	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
983590	2	kylmä	kylmä	kalt	Adjektiv · Nominativ Singular			nimisana_laatusana	nimento	singular
1009868	0	Haluan	haluta	wollen, möchten	Verb · 1. Person Sg. (minä) · Präsens	(ich) möchte		teonsana		singular
1009868	1	opiskella	opiskella	lernen, studieren	Verb · Grundform (Infinitiv)			teonsana		
1009868	2	englantia	englanti	Englisch (Sprache)	Nomen · Partitiv Singular			nimisana	osanto	singular
1009871	0	Missä	missä	wo	Fragewort · (Inessiv von mikä)					
1009871	1	koirasi	koira	Hund	Nomen · Nominativ Singular · + Possessivendung „dein“	dein Hund		nimisana	nimento	singular
1009871	2	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
1009943	0	Hän	hän	er, sie	Pronomen · Nominativ Singular	er		asemosana	nimento	singular
1009943	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
1009943	2	ylpeä	ylpeä	stolz	Adjektiv · Nominativ Singular			laatusana	nimento	singular
1009943	3	siitä	se	es, das	Pronomen · Elativ „aus“ Singular	darauf (ylpeä + Elativ)		asemosana	sisaeronto	singular
1009943	4	että	että	dass	Konjunktion			sidesana		
1009943	5	hänen	hän	er, sie	Pronomen · Genitiv Singular	sein		asemosana	omanto	singular
1009943	6	isänsä	isä	Vater	Nomen · Nominativ Singular · + Possessivendung „sein/ihr“	sein Vater		nimisana	nimento	singular
1009943	7	oli	olla	sein	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	war		teonsana		singular
1009943	8	merkittävä	merkittävä	bedeutend	Adjektiv · Nominativ Singular					
1009943	9	tiedemies	tiedemies	Wissenschaftler	Nomen · Nominativ Singular		tiede+mies	nimisana	nimento	singular
1010595	0	Avaa	avata	öffnen	Verb · Imperativ · 2. Person Sg. (sinä)	mach auf!		teonsana		singular
1010595	1	suu	suu	Mund	Nomen · Nominativ Singular	den Mund		nimisana	nimento	singular
1010596	0	Suu	suu	Mund	Nomen · Nominativ Singular			nimisana	nimento	singular
1010596	1	auki	auki	offen, auf	Adverb			seikkasana		
1010661	0	Istuuko	istua	sitzen	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	sitzt …?		teonsana		singular
1010661	1	pöydällä	pöytä	Tisch	Nomen · Adessiv „auf, bei“ Singular	auf dem Tisch		nimisana	ulkoolento	singular
1010661	2	kissa	kissa	Katze	Nomen · Nominativ Singular			nimisana	nimento	singular
1011498	0	Näen	nähdä	sehen	Verb · 1. Person Sg. (minä) · Präsens	(ich) sehe		teonsana		singular
1011498	1	talon	talo	Haus	Nomen · Genitiv Singular	das Haus (Objekt)		nimisana	omanto	singular
1011528	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
1011528	1	kotoisin	kotoisin	stammend (aus)	Adverb	(stamme) aus		seikkasana		
1011528	2	Norjasta	Norja	Norwegen	Ortsname · Elativ „aus“ Singular	aus Norwegen		paikannimi	sisaeronto	singular
1011545	0	Jääkaapissa	jääkaappi	Kühlschrank	Nomen · Inessiv „in“ Singular	im Kühlschrank	jää+kaappi	nimisana	sisaolento	singular
1011545	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
1011545	2	maitoa	maito	Milch	Nomen · Partitiv Singular	(etwas) Milch		nimisana	osanto	singular
1011548	0	Oletko	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	bist du?		teonsana		singular
1011548	1	väsynyt	väsyä	müde werden	Verbform · Partizip Perfekt aktiv (-nut/-nyt)	müde		laatusana	nimento	singular
1011549	0	Onko	olla	sein	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	ist …? (Frage)		teonsana		singular
1011549	1	kaikki	kaikki	alle, alles	Nomen · Nominativ Singular	alles		nimisana	nimento	singular
1011549	2	okei	okei	okay	Ausruf			huudahdussana		
1012487	0	Onko	olla	sein	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	ist …? (Frage)		teonsana		singular
1012487	1	talossa	talo	Haus	Nomen · Inessiv „in“ Singular	im Haus		nimisana	sisaolento	singular
1012487	2	pyykinpesukone	pyykinpesukone	Waschmaschine	Nomen · Nominativ Singular		pyykki+pesu+kone	nimisana	nimento	singular
1012534	0	Söin	syödä	essen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) aß		teonsana		singular
1012534	1	lounaani	lounas	Mittagessen	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Mittagessen		nimisana	nimento	singular
1012534	2	loppuun	loppu	Ende	Nomen · Illativ „in … hinein“ Singular	zu Ende (syödä loppuun = aufessen)		nimisana	sisatulento	singular
1012534	3	nopeasti	nopea	schnell	Adjektiv · Adverbform (-sti) „auf … Weise“			laatusana	kerrontosti	
1012591	0	Minun	minä	ich	Pronomen · Genitiv Singular	(mir) → ich (muss)		asemosana	omanto	singular
1012591	1	pitää	pitää	müssen	Verb · 3. Person Sg. (hän) · Präsens	(es) muss → ich muss		teonsana		singular
1012591	2	lähteä	lähteä	gehen, aufbrechen	Verb · Grundform (Infinitiv)			teonsana		
1012591	3	nyt	nyt	jetzt	Adverb			seikkasana		
1012592	0	Entä	entä	und (was ist mit …)	Adverb			seikkasana		
1012592	1	sinä	sinä	du	Pronomen · Nominativ Singular			asemosana	nimento	singular
1012684	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
1012684	1	tule	tulla	kommen	Verb · Verneinungsform (nach ei)	komme		teonsana		singular
1012684	2	mukaan	mukaan	mit	Adverb			seikkasana		
1012691	0	Minulla	minä	ich	Pronomen · Adessiv „auf, bei“ Singular	bei mir → ich hatte		asemosana	ulkoolento	singular
1012691	1	oli	olla	sein	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	war → hatte		teonsana		singular
1012691	2	hänen	hän	er, sie	Pronomen · Genitiv Singular	sein		asemosana	omanto	singular
1012691	3	nimensä	nimi	Name	Nomen · Nominativ Singular · + Possessivendung „sein/ihr“	sein Name		nimisana	nimento	singular
1012691	4	kieleni	kieli	Zunge	Nomen · Nominativ Singular · + Possessivendung „mein“	meine Zunge		nimisana	nimento	singular
1012691	5	päällä	päällä	auf (oben auf)	Postposition · (Adessiv von pää)	auf (kieleni päällä = auf meiner Zunge)				
1012691	6	mutta	mutta	aber	Konjunktion			sidesana		
1012691	7	en	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
1012691	8	saanut	saada	bekommen; können	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit	konnte (nicht)		laatusana	nimento	singular
1012691	9	sitä	se	es, das	Pronomen · Partitiv Singular	ihn (Partitiv)		asemosana	osanto	singular
1012691	10	mieleeni	mieli	Sinn, Gedanke	Nomen · Illativ „in … hinein“ Singular · + Possessivendung „mein“	in meinen Sinn → (fiel mir) ein		nimisana	sisatulento	singular
1014305	0	Näetkö	nähdä	sehen	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	siehst du …?		teonsana		singular
1014305	1	häntä	hän	er, sie	Pronomen · Partitiv Singular	ihn		asemosana	osanto	singular
1014305	2	usein	usein	oft	Adverb					
1014405	0	Lopeta	lopettaa	aufhören	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	hör auf		teonsana		singular
1014420	0	Olet	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens	(du) bist		teonsana		singular
1014420	1	kaunis	kaunis	schön	Adjektiv · Nominativ Singular			laatusana	nimento	singular
1014522	0	Otin	ottaa	nehmen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) nahm		teonsana		singular
1014522	1	kaikki	kaikki	alle, alles	Nomen · Nominativ Singular	alle		nimisana	nimento	singular
1014522	2	kolikot	kolikko	Münze	Nomen · Nominativ Plural	die Münzen		nimisana	nimento	plural
1014522	3	säästöpossustani	säästöpossu	Sparschwein	Nomen · Elativ „aus“ Singular · + Possessivendung „mein“	aus meinem Sparschwein	säästö+possu	nimisana	sisaeronto	singular
1014522	4	koska	koska	weil	Konjunktion			sidesana		
1014522	5	minulla	minä	ich	Pronomen · Adessiv „auf, bei“ Singular	bei mir → ich habe		asemosana	ulkoolento	singular
1014522	6	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	nicht (ich habe nicht)		kieltosana		singular
1014522	7	ole	olla	sein	Verb · Verneinungsform (nach ei)	ist → habe		teonsana		singular
1014522	8	rahaa	raha	Geld	Nomen · Partitiv Singular	Geld (Partitiv)		nimisana	osanto	singular
1014522	9	ja	ja	und	Konjunktion			sidesana		
1014522	10	palkka	palkka	Lohn, Gehalt	Nomen · Nominativ Singular	der Lohn		nimisana	nimento	singular
1014522	11	tulee	tulla	kommen	Verb · 3. Person Sg. (hän) · Präsens	kommt		teonsana		singular
1014522	12	vasta	vasta	erst	Adverb			seikkasana		
1014522	13	ensi	ensi	nächst	Adverb	nächste		seikkasana		
1014522	14	viikolla	viikko	Woche	Nomen · Adessiv „auf, bei“ Singular	(in der) Woche		nimisana	ulkoolento	singular
1014528	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
1014528	1	Suomesta	Suomi	Finnland	Ortsname · Elativ „aus“ Singular	aus Finnland		paikannimi	sisaeronto	singular
1014531	0	Asun	asua	wohnen	Verb · 1. Person Sg. (minä) · Präsens	(ich) wohne		teonsana		singular
1014531	1	nyt	nyt	jetzt	Adverb			seikkasana		
1014531	2	Helsingissä	Helsinki	Helsinki	Ortsname · Inessiv „in“ Singular	in Helsinki		paikannimi	sisaolento	singular
1014531	3	mutta	mutta	aber	Konjunktion			sidesana		
1014531	4	olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
1014531	5	kotoisin	kotoisin	stammend aus	Adverb	gebürtig (aus)		seikkasana		
1014531	6	Kuopiosta	Kuopio	Kuopio	Ortsname · Elativ „aus“ Singular	aus Kuopio		paikannimi	sisaeronto	singular
1018519	0	Lopeta	lopettaa	aufhören	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	hör auf		teonsana		singular
1018519	1	jo	jo	schon	Adverb	(endlich) schon		seikkasana		
1018906	0	Etsin	etsiä	suchen	Verb · 1. Person Sg. (minä) · Präsens	(ich) suche		teonsana		singular
1018906	1	silmälasejani	silmälasi	Brille (Pl. silmälasit)	Nomen · Partitiv Plural · + Possessivendung „mein“	meine Brille	silmä+lasi	nimisana	osanto	plural
1023154	0	Pidän	pitää	mögen (pitää + Elativ)	Verb · 1. Person Sg. (minä) · Präsens	(ich) mag		teonsana		singular
1023154	1	hänestä	hän	er, sie	Pronomen · Elativ „aus“ Singular	ihn (nach pitää: Elativ)		asemosana	sisaeronto	singular
1023179	0	Pöydällä	pöytä	Tisch	Nomen · Adessiv „auf, bei“ Singular	auf dem Tisch		nimisana	ulkoolento	singular
1023179	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist (da) → liegt		teonsana		singular
1023179	2	omena	omena	Apfel	Nomen · Nominativ Singular	ein Apfel		nimisana	nimento	singular
1023491	0	Tervetuloa	tervetuloa	willkommen	Ausruf			huudahdussana		
1031587	0	Onko	olla	sein	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	ist …? → hast (du)		teonsana		singular
1031587	1	sinulla	sinä	du	Pronomen · Adessiv „auf, bei“ Singular	bei dir → du hast		asemosana	ulkoolento	singular
1031587	2	jotain	jokin	etwas, irgendein	Pronomen · Partitiv Singular	irgendwelche		asemosana	osanto	singular
1031587	3	suunnitelmia	suunnitelma	Plan	Nomen · Partitiv Plural	Pläne		nimisana	osanto	plural
1031591	0	Juhlissa	juhla	Fest, Feier	Nomen · Inessiv „in“ Plural	auf der Feier		nimisana	sisaolento	plural
1031591	1	yksi	yksi	1	Zahlwort · Nominativ Singular	einer		lukusana	nimento	singular
1031591	2	hänen	hän	er, sie	Pronomen · Genitiv Singular	seiner		asemosana	omanto	singular
1031591	3	poliittisista	poliittinen	politisch	Adjektiv · Elativ „aus“ Plural	(von den) politischen		nimisana_laatusana	sisaeronto	plural
1031591	4	vastustajistaan	vastustaja	Gegner	Nomen · Elativ „aus“ Plural · + Possessivendung „sein/ihr“	(einer) seiner Gegner (Elativ)		nimisana	sisaeronto	plural
1031591	5	nöyryytti	nöyryyttää	demütigen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	demütigte		teonsana		singular
1031591	6	häntä	hän	er, sie	Pronomen · Partitiv Singular	ihn		asemosana	osanto	singular
1031591	7	useiden	usea	mehrere, zahlreich	Adjektiv · Genitiv Plural	zahlreicher		laatusana	omanto	plural
1031591	8	vieraiden	vieras	Gast; fremd	Nomen · Genitiv Plural	der Gäste		nimisana_laatusana	omanto	plural
1031591	9	silmien	silmä	Auge	Nomen · Genitiv Plural	der Augen		nimisana	omanto	plural
1031591	10	edessä	edessä	vor	Postposition	vor (+ Genitiv)		seikkasana	sisaolento	singular
1031653	0	Miten	miten	wie	Fragewort					
1031653	1	tämä	tämä	dieser, das hier	Pronomen · Nominativ Singular	das		asemosana	nimento	singular
1031653	2	toimii	toimia	funktionieren	Verb · 3. Person Sg. (hän) · Präsens	funktioniert		teonsana		singular
1031733	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
1031733	1	puhu	puhua	sprechen	Verb · Verneinungsform (nach ei)	spreche		teonsana		singular
1031733	2	saksaa	saksa	Deutsch (Sprache)	Nomen · Partitiv Singular			nimisana	osanto	singular
1031757	0	Soittakaa	soittaa	anrufen	Verb · Imperativ · 2. Person Pl. (te)	ruft an / rufen Sie an		teonsana		plural
1031757	1	minulle	minä	ich	Pronomen · Allativ „auf … zu, an“ Singular	mir → mich (anrufen)		asemosana	ulkotulento	singular
1031757	2	huomenna	huomenna	morgen	Adverb			seikkasana		
1031790	0	Käytän	käyttää	benutzen	Verb · 1. Person Sg. (minä) · Präsens	(ich) benutze		teonsana		singular
1031790	1	tietokonetta	tietokone	Computer	Nomen · Partitiv Singular	den Computer	tieto+kone	nimisana	osanto	singular
1036098	0	Huomenta	huomen	Morgen	Nomen · Partitiv Singular	(guten) Morgen		nimisana	osanto	singular
1040239	0	Kenestä	kuka	wer	Pronomen · Elativ „aus“ Singular	von wem				
1040239	1	puhut	puhua	sprechen	Verb · 2. Person Sg. (sinä) · Präsens	(du) sprichst		teonsana		singular
1041158	0	Opiskelen	opiskella	studieren, lernen	Verb · 1. Person Sg. (minä) · Präsens	(ich) studiere		teonsana		singular
1042803	0	Minulla	minä	ich	Pronomen · Adessiv „auf, bei“ Singular	bei mir → ich habe		asemosana	ulkoolento	singular
1042803	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → (ich) habe		teonsana		singular
1042803	2	viisumi	viisumi	Visum	Nomen · Nominativ Singular			nimisana	nimento	singular
1043449	0	Hänellä	hän	er, sie	Pronomen · Adessiv „auf, bei“ Singular	bei ihm → er hat		asemosana	ulkoolento	singular
1043449	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → hat		teonsana		singular
1043449	2	auto	auto	Auto	Nomen · Nominativ Singular	ein Auto		nimisana	nimento	singular
1047292	0	Kenelle	kuka	wer	Pronomen · Allativ „auf … zu, an“ Singular	wem				
1047292	1	annat	antaa	geben	Verb · 2. Person Sg. (sinä) · Präsens	(du) gibst		teonsana		singular
1047292	2	kirjan	kirja	Buch	Nomen · Genitiv Singular	das Buch		nimisana	omanto	singular
1049399	0	Pidätkö	pitää	mögen (pitää + Elativ)	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	magst du …?		teonsana		singular
1049399	1	kalasta	kala	Fisch	Nomen · Elativ „aus“ Singular	Fisch (pitää + Elativ)		nimisana	sisaeronto	singular
1059113	0	Mikä	mikä	was, welcher	Pronomen · Nominativ Singular	was		asemosana	nimento	singular
1059113	1	mättää	mättää	nicht stimmen, hapern (ugs.)	Verb · 3. Person Sg. (hän) · Präsens	hakt → was ist los		teonsana		singular
1070898	0	Hänellä	hän	er, sie	Pronomen · Adessiv „auf, bei“ Singular	bei ihr → sie hat		asemosana	ulkoolento	singular
1070898	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → hat		teonsana		singular
1070898	2	aurinkolasit	aurinkolasi	Sonnenbrille (Pl. aurinkolasit)	Nomen · Nominativ Plural	Sonnenbrille	aurinko+lasi	nimisana	nimento	plural
1081472	0	Hän	hän	er, sie	Pronomen · Nominativ Singular	sie		asemosana	nimento	singular
1081472	1	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	sie … nicht		kieltosana		singular
1081472	2	osaa	osata	können (gelernt haben)	Verb · Verneinungsform (nach ei)	kann		teonsana		singular
1081472	3	uida	uida	schwimmen	Verb · Grundform (Infinitiv)			teonsana		
1085281	0	Häivy	häipyä	verschwinden	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	verschwinde		teonsana		singular
1085335	0	Pidä	pitää	halten; haben (pidä hauskaa)	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	hab (Spaß)!		teonsana		singular
